Gender,SeasonFav,Handwritting,Year,College,Domestic,FromMinnesota,OnCampus,Shower,Movie.Number,BarberSalon.Money,Donation,SocialMediaFav,SocialMediaHours,ExerciseHours,StudyHours,Sleep.Weekday,SleepWeekend,MarijuanaLegal,GPAHighSchool,GPACollege,Tattoos,Ticket.Driving,Text.Driving,Chocolate
Female,Fall,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,Yes,Morning,0,17,5,TikTok,2,0.5,4,8,9,Not sure,3.995,3.882,1,0,No,48
Male,Fall,Right,Junior,College of Liberal Arts (CLA),U.S.,Yes,Yes,Morning,0,30,10,Instagram,4,2,10,7,10,Yes,3.6,3,0,1,Yes,35
Female,Summer,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,No,Evening,1,45,0,TikTok,3,1,4,7,8,Yes,3.5,3,0,0,No,43
Female,Spring,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,No,Evening,2,0,0,Twitter,4,1,5,6,8,Yes,4,3.2,3,0,No,30
Female,Fall,Right,Freshman,College of Science of Engineering (CSE),U.S.,No,Yes,Depends,2,60,30,TikTok,4,2,6,6,8,Yes,3.98,2.82,0,0,Yes,27
Female,Fall,Right,Junior,College of Liberal Arts (CLA),U.S.,Yes,No,Morning,0,20,0,TikTok,1,0.5,3,7,9,Yes,3.54,3,0,0,No,29
Male,Summer,Right,Others (PSEO or Post graduate),Prefer not to answer,U.S.,Yes,No,Evening,0,25,0,TikTok,2,2,3,6,8,Yes,3.9,3.6,0,1,No,46
Female,Fall,Left,Freshman,College of Liberal Arts (CLA),U.S.,Yes,Yes,Evening,1,150,30,TikTok,3,1,7,7,9,Yes,3.7,3.5,0,0,Yes,45
Other/Prefer not to answer,Spring,Right,Junior,College of Biological Sciences (CBS),U.S.,No,No,Depends,1,26,0,YouTube,1,1.5,8,7,10,Yes,4,3,0,0,No,53
Female,Fall,Right,Sophomore,College of Liberal Arts (CLA),U.S.,Yes,No,Evening,0,0,0,Others,5,1,4,7,8,Not sure,3.8,2.4,0,-1,No,50
Female,Summer,Right,Junior,Prefer not to answer,U.S.,Yes,No,Depends,0,55,10,TikTok,2,1,6,7,8,Yes,3.26,2.78,10,2,No,42
Male,Summer,Right,Junior,College of Liberal Arts (CLA),U.S.,No,No,Depends,0,50,25,Others,2,1,4,8,10,Yes,3.25,3.19,0,0,No,39
Female,Fall,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,Yes,Evening,1,15,0,Instagram,2,4,4,7,8,No,3.5,3.5,0,0,No,36
Female,Summer,Right,Junior,College of Liberal Arts (CLA),U.S.,Yes,Yes,Evening,0,150,10,TikTok,4,2,6,8,10,Yes,4,3.6,0,0,Yes,40
Female,Fall,Right,Junior,College of Biological Sciences (CBS),U.S.,Yes,Yes,Depends,0,50,0,TikTok,5,4,12,7,9,Not sure,4,3.67,0,0,No,60
Female,Summer,Right,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,Evening,0,33,0,TikTok,5,1,5,9,5,No,3.6,3,1,1,Yes,50
Male,Fall,Right,Junior,College of Biological Sciences (CBS),U.S.,No,No,Depends,0,45,50,YouTube,2,0.25,3,7,8,Not sure,2.4,3.7,1,4,No,61
Female,Fall,Right,Freshman,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Depends,0,70,0,TikTok,1,0.75,4,6,8,Yes,3.8,0,23,1,No,42
Female,Spring,Right,Junior,College of Biological Sciences (CBS),U.S.,Yes,Yes,Morning,1,0,0,YouTube,4,3,10,7,8,Yes,4,3.1,0,-1,No,50
Female,Fall,Right,Sophomore,College of Biological Sciences (CBS),U.S.,No,Yes,Depends,1,40,120,TikTok,2,0.5,4,8,9,Not sure,3.8,3,0,0,No,45
Female,Summer,Right,Junior,College of Liberal Arts (CLA),U.S.,Yes,Yes,Evening,0,90,15,TikTok,4,2,12,9,10,Yes,3.4,2.7,0,1,No,100
Male,Summer,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,No,Evening,0,0,3,YouTube,4,1,4,5,8,Not sure,3.85,3.05,0,0,No,84
Male,Summer,Right,Freshman,Others,U.S.,Yes,Yes,Morning,0,25,40,TikTok,4,2,3,6,10,Yes,3.8,3.8,0,1,No,38
Male,Fall,Right,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",International,No,No,Evening,1,20,0,Instagram,2,0.5,2,6,7,Yes,3.5,3.6,0,0,No,65
Male,Fall,Right,Freshman,Others,U.S.,Yes,Yes,Evening,1,35,200,Instagram,3,2,2,8,9,Yes,3.83,3.3,0,2,No,42
Female,Summer,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,No,Depends,0,0,0,TikTok,3.5,0,6,10,12,Yes,0,3.2,0,0,No,48
Male,Winter,Right,Sophomore,College of Science of Engineering (CSE),U.S.,Yes,No,Morning,0,20,0,YouTube,1,2,5,7.5,8,Not sure,3.5,3,0,0,No,60
Male,Fall,Right,Freshman,College of Liberal Arts (CLA),U.S.,No,Yes,Morning,1,30,100,YouTube,3,1,2,8,9,Yes,3.7,3.9,0,2,No,43
Female,Summer,Right,Freshman,College of Liberal Arts (CLA),U.S.,Yes,Yes,Depends,0,90,10,TikTok,4,1,4,9,11,Not sure,3.56,3.71,0,0,Yes,62
Male,Winter,Left,Freshman,College of Liberal Arts (CLA),U.S.,No,Yes,Morning,0,35,0,Twitter,4,13,4,7,7,Yes,3.8,3.4,0,0,No,67
Male,Summer,Right,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Morning,1,50,100,Instagram,5,2,5,6,8,Yes,4,3.2,0,1,No,33
Male,Summer,Right,Junior,College of Liberal Arts (CLA),U.S.,No,Yes,Morning,0,25,0,Instagram,3,1,4,7,9,Yes,3.4,3.6,1,0,No,74
